make,model,seating_capacity,transmission_type,fuel_tank_capacity,body,rating,starting_price,ending_price,max_torque_nm,max_torque_rpm,max_power_bhp,max_power_rp
Infiniti,G Sedan,5,automatic,54,G Sedan,4.3,14679,20500,122,2470,172,6426
Dodge,Charger,5,automatic,71,Sedan,4.8,11353,14307,454,3834,243,5464
Infiniti,G Sedan,5,automatic,60,G Sedan,5.0,15735,19016,313,1214,228,5762
Infiniti,G Sedan,5,automatic,74,G Sedan,4.9,16374,22305,486,2794,135,5412
Infiniti,G Sedan,5,automatic,59,G Sedan,3.6,13610,21699,187,2250,198,5400
Infiniti,G Sedan,5,automatic,43,G Sedan,3.6,15893,18685,387,3428,96,6254
Chrysler,200,5,automatic,78,Sedan,4.8,6528,9249,286,3361,200,4803
Chevrolet,Equinox,7,automatic,78,SUV,3.7,10734,15943,419,1348,314,5724
Ford,Escape,7,automatic,75,SUV,3.9,7944,11835,289,3555,318,4390
Ford,Fiesta,5,automatic,72,Sedan,4.5,6346,7827,243,3112,181,4373
Ford,Edge,7,automatic,67,SUV,4.4,18572,22936,292,2375,307,6153
BMW,X3,7,automatic,80,SUV,4.4,22077,32082,451,3295,146,5792
Chevrolet,Silverado 1500,5,automatic,79,Extended Cab,4.4,12014,14030,122,1558,117,5975
Honda,Accord,5,automatic,76,Sedan,4.7,11550,16536,321,2238,338,6326
Honda,Accord,5,automatic,52,Sedan,4.9,11224,14830,229,1382,267,6766
ford,e150,5,automatic,47,nan,4.9,12598,15393,427,2785,291,5288
Honda,CR-Z,5,manual,79,Hatchback,4.1,7916,10493,427,2340,347,5362
Ford,F-150,5,automatic,74,SuperCrew,3.9,18442,26432,364,1304,324,5644
Infiniti,G Sedan,5,automatic,66,G Sedan,4.0,12886,15599,419,1380,291,5197
Hyundai,Sonata,5,automatic,74,Sedan,3.9,10058,13332,301,3677,272,5880
Chrysler,300,5,automatic,73,Sedan,4.5,18361,21098,404,2983,163,4691
Chevrolet,Malibu,5,automatic,63,Sedan,4.8,8446,11584,209,2776,370,6352
Dodge,Grand Caravan,5,automatic,61,Minivan,4.1,6900,10173,452,2524,243,6909
Infiniti,G Sedan,5,automatic,79,G Sedan,4.5,14551,19471,452,2499,145,5610
Ford,Fusion,5,automatic,41,Sedan,4.6,4331,6112,246,2204,355,4220
Hyundai,Santa Fe,7,automatic,59,SUV,4.9,11578,14323,152,3486,259,5511
Ford,F-150,5,automatic,48,SuperCab,4.1,23717,31237,176,3406,94,5888
Infiniti,EX,7,automatic,47,SUV,4.3,19129,28640,446,3911,269,5556
BMW,X5,7,automatic,73,SUV,3.5,20674,30252,262,1659,303,5494
Ford,Edge,7,automatic,58,SUV,3.9,15273,21715,249,2233,270,5769
Chevrolet,Suburban,7,automatic,41,SUV,3.8,17482,24082,146,3066,303,5314
Ford,Fusion,5,automatic,65,Sedan,4.2,7272,10782,162,3585,305,5943
Infiniti,G Sedan,5,automatic,40,G Sedan,4.0,15993,20827,239,3878,189,4391
BMW,X5,7,automatic,74,SUV,4.2,31692,41245,372,2804,192,5104
Infiniti,G Sedan,5,automatic,73,G Sedan,3.7,13200,17817,251,2396,132,4000
Chevrolet,Traverse,7,automatic,54,SUV,3.8,9747,13096,471,2388,318,6785
Hyundai,Sonata,5,automatic,52,Sedan,4.1,10891,14375,253,3352,367,4376
GMC,Sierra 1500,5,automatic,41,Extended Cab,4.3,15796,20817,489,3692,201,5670
Ford,Mustang,5,automatic,61,Coupe,3.6,14070,17498,443,2202,292,6388
Ford,Transit Connect,5,automatic,55,Minivan,4.4,8051,11063,240,1476,230,6910
Infiniti,G Sedan,5,automatic,49,G Sedan,5.0,14776,19058,427,2157,332,4684
BMW,M3,5,automatic,54,Sedan,3.5,31752,42270,314,1745,143,5588
Buick,LaCrosse,5,automatic,78,Sedan,4.7,12561,16367,400,2813,311,6771
Chevrolet,HHR,5,automatic,68,Wagon,3.7,5461,7079,201,1222,385,6780
Ford,Edge,7,automatic,59,SUV,4.9,6652,9071,148,3523,238,5351
Chevrolet,Impala,5,automatic,79,Sedan,4.0,5418,6896,478,2662,264,5021
Ford,Fusion,5,automatic,77,Sedan,4.5,8762,12978,186,3219,288,4211
Ford,F-150,5,automatic,65,Regular Cab,4.2,11079,12838,492,2967,321,5611
Honda,Accord,5,automatic,51,Sedan,3.8,10252,13915,317,1681,219,4121
Honda,Accord,5,automatic,40,Sedan,3.7,9113,13222,424,3802,90,4766
Honda,Accord Crosstour,5,automatic,75,Hatchback,4.0,12606,19070,287,2338,306,4228
Ford,Edge,7,automatic,66,SUV,3.5,14856,20983,282,3189,290,4641
Chevrolet,Silverado 2500HD,5,automatic,60,Crew Cab,4.0,24324,38158,430,3512,388,4837
Infiniti,G Sedan,5,automatic,46,G Sedan,4.4,13628,19187,477,3321,127,5869
Ford,Escape,7,automatic,53,SUV,4.6,11546,14602,120,1741,237,6731
Hyundai,Sonata,5,automatic,53,Sedan,3.8,10377,12801,497,2070,148,6488
Infiniti,G Sedan,5,automatic,57,G Sedan,4.0,15804,22401,355,3902,334,5513
Ford,Fusion,5,automatic,75,Sedan,4.3,5961,7890,483,1854,113,5972
Chevrolet,Traverse,7,automatic,76,SUV,4.0,14786,18595,278,2105,141,6032
Hyundai,Equus,5,automatic,54,Sedan,3.8,21424,30359,140,3228,122,5809
BMW,X3,7,automatic,52,SUV,3.6,26759,31248,245,3345,257,4470
Hyundai,Sonata,5,automatic,74,Sedan,4.5,9677,14647,402,1855,277,6651
Buick,LaCrosse,5,automatic,52,Sedan,4.2,15416,22942,235,2730,124,6976
Hyundai,Elantra,5,automatic,43,Sedan,3.9,4734,6805,478,2953,166,5305
Infiniti,G Sedan,5,automatic,62,G Sedan,3.7,15019,18995,213,1683,194,5500
Honda,CR-V,7,automatic,74,SUV,3.7,10933,16214,128,3367,348,6162
Infiniti,G Sedan,5,automatic,50,G Sedan,4.2,15659,21240,290,2924,361,5243
